0.22638875517857304000;1
0.08634637933301680900;2
0.04230705171656323800;3
0.02474230096901675100;4
0.01386106800965891700;5
0.00784669967699769270;6
0.00443024043462125760;7
0.00250301881957848420;8
0.00141391563161041840;9
0.00079873596977964034;10
0.00045120884934291006;11
0.00025489035388193138;12
0.00014398883355271064;13
0.00008134002982218558;14
0.00004594939677726728;15
0.00002595704849572833;16
0.00001466326896404357;17
0.00000828335536662284;18
0.00000467930965986074;19
0.00000264336587363356;20
0.00000149325085319063;21
0.00000084354501694861;22
0.00000047652287893385;23
0.00000026919020279514;24
0.00000015206691739156;25
0.00000008590337652326;26
0.00000004852725521420;27
0.00000002741329374611;28
0.00000001548590922162;29
0.00000000874806893592;30
0.00000000494182872401;31
0.00000000279166423311;32
0.00000000157702528814;33
0.00000000089086971133;34
0.00000000050325688061;35
0.00000000028429225640;36
0.00000000016059820140;37
0.00000000009072276264;38
0.00000000005124967117;39
0.00000000002895128581;40
0.00000000001635480640;41
0.00000000000923872090;42
0.00000000000521893639;43
0.00000000000294808622;44
0.00000000000166522351;45
0.00000000000094069197;46
0.00000000000053135274;47
0.00000000000030020431;48
0.00000000000016964208;49
0.00000000000009592327;50
0.00000000000005428991;51
0.00000000000003053113;52
0.00000000000001720846;53
0.00000000000000988098;54
0.00000000000000566214;55
0.00000000000000321965;56
0.00000000000000177636;57
0.00000000000000111022;58
